year,milage,engine_size,price
2017,84115,1.1,64624.59
2011,281791,4.2,64680.87
2025,31117,3.1,79804.74
2004,320000,3.6,49383.7
2004,320000,3.1,38055.55
2012,219529,2.5,52637.07
2013,181371,3.7,68242.52
2018,125511,3.9,73806.79
2010,146206,4.6,70649.31
2024,24965,2.4,78423.21
2012,210533,1.4,55631.33
2003,215854,2.6,42077.37
2003,320000,1.7,33943.34
2026,547,1.7,77830.69
2003,281866,1.5,34308.63
2025,34562,2.0,82537.01
2007,192565,1.3,52182.58
2002,245360,5.0,51892.08
2008,237533,2.3,48342.04
2016,90382,5.1,75166.85
2011,159135,1.5,54201.41
2021,4080,1.0,70984.54
2016,109704,3.9,69988.64
2010,286969,1.4,40438.05
2017,175963,4.9,74596.6
2026,16179,2.2,82580.58
2011,231800,1.7,50050.98
2004,320000,1.3,34596.64
2011,203030,2.6,54729.53
2022,78599,2.1,74626.03
2005,320000,4.8,56512.31
2025,975,2.1,80242.35
2015,151231,3.1,62462.8
2016,215094,2.6,62575.51
2008,176228,1.6,48180.02
2024,11766,3.7,90418.77
2000,300539,1.2,37328.13
2008,149561,1.7,51040.08
2011,121068,2.7,58534.58
2012,196236,4.4,64629.97
2012,225879,4.6,71636.98
2003,252976,5.1,55346.53
2006,320000,4.1,59150.21
2002,320000,3.7,49026.73
2015,150272,3.2,59676.19
2009,320000,4.1,57877.94
2015,178944,4.3,64390.83
2015,97376,2.6,67912.39
2018,70748,4.2,76402.6
2014,189956,2.4,57448.09
2017,170655,3.2,68532.98
2015,90810,3.1,67602.16
2017,143899,3.0,69778.14
2016,170506,3.1,65863.79
2008,320000,4.4,57972.11
2006,320000,4.2,52978.37
2021,39989,2.2,77870.87
2009,142355,1.4,51476.94
2014,125795,1.2,58948.29
2005,233923,1.8,38003.65
2011,273772,2.0,46156.73
2014,172309,2.0,56705.1
2016,197075,4.8,73348.09
2014,163512,1.2,57003.71
2009,231160,2.1,54671.53
2025,4383,4.5,92086.94
2013,176692,2.1,57234.51
2021,99264,2.4,70251.0
2019,119136,4.3,77320.68
2015,184534,2.7,58243.96
2023,63658,3.9,89258.12
2003,201466,4.6,57770.3
2024,23421,4.7,93709.15
2022,67820,3.9,82896.16
2013,160977,4.3,66770.48
2019,60259,3.5,75689.45
2014,116785,1.7,60902.13
2007,320000,4.2,55286.48
2021,80363,1.6,69856.04
2006,253375,2.0,42800.61
2008,294703,3.5,54466.05
2014,113727,4.2,73729.26
2022,69561,2.1,71690.56
2010,186276,1.9,53598.9
2013,128737,4.5,73047.01
2001,320000,1.5,30835.28
2003,172324,4.0,51379.15
2001,320000,3.0,37181.22
2001,320000,4.3,45904.93
2023,15546,1.4,74414.22
2022,53604,3.4,76176.92
2022,44170,4.2,90158.62
2001,260483,2.4,37101.04
2002,258289,3.3,47775.96
2007,320000,1.7,46558.69
2015,156807,2.0,56639.52
2009,132553,2.0,52755.47
2013,170962,4.0,65680.02
2004,320000,1.0,35025.13
2019,102113,1.1,70595.74
2008,320000,1.6,42681.79
2001,320000,2.5,37771.64
2020,55416,4.9,85388.59
2024,2533,1.5,73840.34
2000,320000,2.1,36948.01
2011,199762,1.3,46559.69
2022,49887,1.9,75689.14
2019,103143,3.1,69140.98
2023,43090,3.2,81686.95
2011,310971,1.7,42116.54
2010,217652,3.4,56019.8
2019,118642,4.6,77272.87
2004,289837,1.6,37917.56
2006,320000,1.8,43035.38
2016,206101,4.4,77136.3
2018,91476,1.5,68216.47
2003,311892,1.2,34860.47
2013,206808,4.1,63982.39
2009,307062,4.8,61224.88
2013,185442,5.2,78216.8
2025,13068,1.7,82390.93
2002,320000,2.8,44349.6
2026,0,5.2,93430.19
2012,122909,3.5,64076.49
2020,86495,5.1,85694.15
2011,205874,2.4,56811.04
2008,221334,3.5,59039.47
2020,58669,2.3,66495.35
2018,136636,1.3,61185.81
2003,209935,1.4,44104.17
2019,67733,2.3,70906.15
2020,100695,1.9,66065.88
2010,157141,4.2,64518.84
2024,26088,2.9,78918.47
2017,204155,2.2,60253.08
2009,263185,2.3,46563.85
2000,306953,1.7,34252.0
2018,85365,2.8,71092.3
2005,190658,3.6,54215.93
2020,77691,3.5,81566.5
2014,151449,3.6,66293.69
2012,156366,4.2,69792.98
2004,320000,3.1,43746.39
2019,122405,5.0,80206.12
2004,320000,2.6,39395.5
2011,255136,4.5,63562.83
2022,76148,4.4,82382.69
2024,21474,2.5,77481.76
2026,0,5.1,97421.9
2025,9237,1.6,79659.55
2015,110831,4.8,75046.87
2005,320000,1.8,40686.45
2022,51712,4.2,85442.98
2021,44341,2.1,74521.06
2026,6028,3.5,93456.58
2017,145093,5.0,76275.47
2003,292936,4.4,51330.95
2013,239498,4.0,68239.41
2012,268368,1.5,47820.57
2022,74141,1.5,70420.87
2010,176178,1.7,46924.91
2008,293632,1.7,44411.49
2002,320000,3.3,41297.3
2022,90300,1.1,70264.98
2020,54133,3.3,76813.02
2001,320000,3.3,37466.07
2011,232422,1.6,52286.32
2012,215498,1.1,47914.71
2012,187461,2.5,58345.21
2024,6515,2.9,84606.98
2004,320000,1.6,37681.49
2008,147157,4.7,65744.07
2004,277619,3.5,50859.9
2006,287982,3.3,50507.33
2024,12903,2.2,83282.33
2025,11236,3.5,85412.63
2001,315189,2.2,37117.11
2017,151623,2.7,62173.55
2006,193451,1.7,47200.98
2005,271492,3.9,46870.13
2007,306472,1.8,45858.59
2005,320000,3.4,42133.57
2013,128191,2.9,68455.45
2026,0,1.5,82657.33
2015,95276,3.3,67822.46
2019,89881,5.0,88657.62
2013,195564,3.0,63989.91
2000,320000,2.0,36747.45
2002,307327,4.3,48646.84
2007,213581,2.2,49713.35
2006,320000,3.4,43254.57
2022,53618,2.6,78687.06
2022,55441,4.9,90964.33
2023,74048,1.9,73367.29
2017,140798,2.2,61329.69
2015,197089,4.6,76201.51
2017,97442,3.7,80958.93
2010,223805,4.4,63503.56
2018,128145,2.9,71285.96
2021,95897,1.6,69481.52
2020,85554,4.2,80853.9
2016,86617,5.0,83529.51
2001,320000,4.2,43390.31
2019,112828,2.3,69649.0
2009,245950,3.7,57788.01
2020,91255,4.2,81228.71
2014,223597,1.3,54222.65
2023,44349,3.0,80668.42
2009,320000,3.4,51444.45
2025,16018,3.2,83097.27
2022,52639,2.4,77459.7
2008,314267,1.8,41886.08
2013,142003,4.0,66773.16
2014,127966,2.7,62888.17
2020,113030,1.9,65324.49
2018,163482,4.3,76833.67
2023,41343,1.0,75978.29
2009,184013,2.1,53815.03
2013,193813,3.9,68501.29
2011,235737,3.7,56034.8
2024,20933,5.0,89077.79
2008,237723,1.2,41663.3
2015,139949,4.3,69889.22
2003,273165,3.5,46968.21
2022,47623,2.5,78218.84
2010,124589,3.6,64194.37
2009,313521,1.3,39092.05
2015,174319,5.1,70132.74
2013,159952,2.1,57278.55
2022,85963,4.4,89171.18
2014,199616,3.0,60369.87
2013,248170,2.4,52787.87
2002,320000,2.9,37174.03
2000,300332,4.0,49464.05
2010,262876,3.5,63392.92
2026,0,3.2,86103.77
2024,27264,2.9,79051.59
2016,158501,3.5,67204.76
2017,132530,3.0,63872.58
2010,182431,3.8,66385.99
2004,167056,1.2,43489.85
2000,261808,2.9,40597.92
2009,154071,5.0,65554.18
2008,253321,2.3,47088.94
2005,244630,1.9,49543.35
2006,320000,4.9,54326.95
2000,320000,1.4,32536.54
2016,143356,2.3,65662.29
2025,5272,4.2,98959.6
2018,122474,4.0,76622.06
2012,269381,4.0,65641.53
2011,260097,3.8,57577.84
2008,313002,4.8,57458.54
2003,254301,1.5,38255.37
2016,187733,3.9,75962.63
2015,172916,4.9,74330.93
2000,241944,3.4,43519.43
2011,126565,3.6,69266.46
2007,320000,1.4,37639.09
2004,320000,2.1,39202.69
2018,135980,4.1,70779.4
2014,134524,3.4,63410.13
2017,117517,5.0,75482.13
2019,23931,1.7,70968.45
2026,14868,1.6,80212.75
2021,47610,2.0,78069.63
2016,131016,4.6,76037.38
2023,41140,1.6,80147.9
2012,236575,3.7,62779.46
2026,14861,3.8,94948.54
2020,70034,1.9,72688.74
2017,99567,1.2,64023.23
2024,18675,4.3,93332.8
2013,211351,3.4,60900.83
2019,70328,4.9,77281.84
2007,316995,2.6,42840.24
2026,0,3.7,91800.19
2016,131666,1.7,64061.99
2021,56943,1.9,70323.96
2012,266906,1.1,43455.08
2023,34845,1.7,79380.41
2002,320000,1.2,32245.8
2003,315638,4.6,51398.04
2013,155401,1.2,54704.99
2019,73060,3.6,79106.16
2021,99604,3.2,73906.79
2011,187556,1.2,49847.38
2017,55286,2.2,67295.34
2014,229121,3.8,62927.94
2025,0,2.5,81199.71
2017,73270,3.6,75053.77
2011,152756,3.9,63864.82
2026,183,4.3,98204.07
2002,320000,1.2,29170.28
2026,0,4.9,95191.43
2004,220282,1.9,43137.8
2007,230928,4.5,59085.51
2022,42274,4.4,84470.6
2019,77495,3.9,77211.76
2026,188,4.5,97382.1
2020,44431,2.4,74422.82
2017,154164,3.8,74837.57
2009,190913,3.7,58591.62
2000,320000,4.9,45138.45
2003,320000,3.5,41150.7
2008,283720,2.6,47371.41
2001,320000,1.1,29677.13
2013,180085,1.1,54211.94
2020,94452,1.5,65616.21
2026,0,1.8,77180.0
2013,215316,3.9,62210.46
2023,30864,3.9,88808.68
2026,0,5.2,98331.86
2023,56476,3.9,88155.13
2012,235021,5.0,66468.01
2008,320000,4.3,51889.45
2026,0,3.9,94897.82
2006,210289,3.5,51680.25
2011,259205,4.8,65521.16
2001,320000,4.3,46622.66
2021,38268,1.1,71315.09
2017,93677,4.0,77053.31
2002,281960,1.5,37871.8
2005,320000,3.9,51798.76
2014,241516,4.2,67027.49
2014,245014,2.6,56605.76
2021,81371,2.8,75301.48
2007,278459,1.7,44921.33
2024,19605,4.1,91284.32
2012,285433,5.1,70224.62
2022,86836,3.5,79445.28
2006,320000,1.3,41720.87
2000,238634,1.7,37855.48
2001,320000,5.0,50544.75
2010,305516,2.5,42421.16
2025,23469,4.2,95391.13
2001,320000,1.3,26497.02
2009,193452,1.1,49175.65
2002,313753,1.5,34647.48
2025,19228,3.6,91658.65
2018,147843,1.8,64837.98
2020,60487,3.3,76036.11
2019,114983,4.3,74831.57
2017,148325,4.5,78506.05
2020,68538,3.3,69138.1
2000,320000,5.1,44338.54
2023,64822,1.1,70866.57
2019,101419,3.8,79170.31
2019,106580,2.4,64812.54
2010,280556,2.2,48871.13
2021,53659,3.8,80222.26
2010,266415,4.5,65843.94
2001,320000,3.5,40251.62
2024,28330,3.7,86139.9
2006,165279,2.7,51849.25
2002,210115,3.4,48283.0
2016,165097,1.4,57330.55
2006,250175,2.7,42822.74
2023,31246,1.8,76928.73
2011,252562,4.4,64693.77
2000,320000,4.7,47262.83
2025,32599,5.0,95238.77
2013,227731,5.1,70568.01
2007,251818,3.2,54809.1
2018,173266,1.7,62527.13
2014,160719,1.1,58886.85
2000,320000,4.4,46969.85
2020,52221,1.3,67830.56
2010,271278,3.6,52365.54
2018,122417,5.1,84872.52
2024,42859,2.6,86239.77
2016,143428,3.7,72036.87
2018,155337,3.2,70269.77
2006,234590,4.2,51421.41
2006,320000,4.2,51664.82
2011,180924,2.4,52749.63
2023,14359,2.0,80158.34
2014,170852,1.3,55008.92
2009,190175,2.6,55341.52
2021,53210,1.1,71323.64
2023,30452,1.5,67401.99
2024,61032,3.5,86903.25
2008,320000,1.4,40858.62
2019,119939,2.1,62624.77
2015,94057,1.7,63442.21
2012,137368,2.8,59454.86
2010,170298,1.1,47348.05
2003,320000,1.7,34452.58
2007,320000,4.8,57082.04
2014,144610,2.5,65479.29
2023,33411,4.0,91914.73
2023,15864,3.6,86576.84
2005,320000,2.4,43935.0
2018,147731,1.6,59737.77
2002,320000,4.5,51209.48
2018,140946,2.5,67536.35
2009,230961,3.1,50127.53
2012,193812,1.6,56191.9
2019,94749,1.8,68575.76
2011,257661,2.5,51809.15
2021,69530,2.6,74841.94
2014,146911,2.6,61152.99
2026,0,3.3,90223.93
2017,58180,1.3,65626.27
2008,146353,2.0,50035.31
2020,47925,2.0,72828.05
2011,271630,2.7,50098.6
2014,115257,3.1,61111.77
2003,320000,4.0,45346.19
2003,280606,3.8,54870.03
2015,140482,1.6,61078.17
2005,320000,1.8,38608.56
2026,0,2.6,82109.62
2023,60533,3.1,77264.23
2018,108890,2.8,70006.85
2019,83419,1.7,70643.87
2016,208409,3.7,71782.17
2001,257649,3.9,42327.44
2010,190857,4.0,63232.31
2013,248033,2.7,56184.65
2024,27167,3.5,87165.85
2005,320000,1.5,38570.45
2013,117389,5.1,77477.98
2009,318574,3.8,57936.16
2003,287910,2.5,38086.32
2002,237999,3.0,41062.68
2009,320000,2.7,48734.13
2002,320000,2.1,37636.87
2001,320000,4.7,48236.41
2009,209679,4.9,65894.94
2005,320000,1.1,34883.41
2014,136018,5.2,78635.61
2000,320000,4.4,49855.44
2008,228417,2.0,46529.12
2012,159263,2.2,61408.51
2026,2354,3.3,81234.0
2017,153755,3.1,67426.44
2023,9225,2.6,78668.63
2009,224904,2.8,52634.07
2012,208664,2.2,53188.19
2011,133503,2.5,58406.78
2023,52646,5.1,91405.83
2025,14868,4.7,92237.78
2025,17625,1.3,75969.96
2020,94707,5.1,84476.92
2013,196094,3.8,65373.11
2014,155713,4.1,71656.54
2026,0,3.3,84988.98
2007,267279,3.1,50319.32
2009,193792,4.8,68864.99
2024,32525,5.0,94238.16
2010,224818,4.5,61785.43
2006,310610,4.1,50454.3
2015,99720,4.2,69112.33
2008,155025,2.6,49924.55
2024,26470,2.5,79427.23
2024,23431,1.5,78567.94
2008,189748,2.7,55093.19
2014,232797,4.3,64945.79
2026,33932,1.3,81792.33
2020,82923,1.8,62807.46
2005,320000,4.9,52849.27
2015,137470,4.7,73574.06
2016,115428,1.8,64383.5
2017,132797,2.6,62886.38
2000,253216,1.3,31388.06
2008,199554,1.6,46387.31
2023,49191,1.6,77644.73
2006,215968,1.6,46389.74
2008,320000,4.4,53104.21
2008,256518,3.3,51127.97
2004,320000,3.5,52640.77
2004,284617,3.4,42816.9
2009,260072,4.0,55318.6
2023,26948,5.0,94660.79
2000,320000,2.1,37052.28
2007,320000,4.8,60079.4
2001,320000,2.0,34194.97
2015,116979,2.2,66384.15
2006,195445,4.4,59604.7
2021,110186,4.3,86002.91
2015,113589,3.6,72857.9
2021,95560,4.2,81623.94
2017,68230,2.1,69662.76
2011,151582,5.1,76803.45
2023,32423,1.1,79240.81
2012,119280,2.7,63675.34
2025,5218,3.7,89881.36
2026,0,5.0,101952.85
2015,208307,2.9,64403.64
2018,106359,3.3,69099.52
2006,320000,2.3,35433.15
2021,83334,2.8,73218.33
2018,79457,4.0,79362.63
2024,23159,4.5,91345.32
2007,243379,2.6,51717.47
2021,42719,1.1,76699.8
2012,168708,3.2,58488.32
2004,295913,1.3,37844.64
2004,209438,3.9,55097.13
2015,129335,1.5,60462.49
2008,320000,4.5,51872.07
2002,320000,1.5,30649.59
2011,270061,3.2,54100.19
2017,170137,4.5,70030.82
2008,292659,1.7,44218.16
2025,21408,3.7,88345.32
2021,89060,4.4,79314.69
2013,258914,2.0,50772.08
2025,21872,3.2,85591.47
2011,209469,4.9,66838.78
2003,318820,3.2,41198.46
2000,215528,1.7,37549.86
2025,10401,4.4,87357.6
2025,28105,1.2,78836.64
2019,98276,1.4,66858.73
2002,216883,4.1,52792.99
2007,320000,2.2,40243.02
2001,320000,3.0,41144.6
2001,320000,1.8,33906.27
2006,230530,4.8,59535.99
2015,102978,3.9,70825.25
2001,320000,2.7,38063.87
2026,2953,1.8,79096.2
2012,148008,2.0,60180.94
2007,195833,4.7,60429.19
2013,214562,3.0,54646.46
2021,48983,3.3,79420.01
2008,320000,3.7,50585.3
2001,320000,4.6,48747.97
2001,320000,5.1,53272.14
2023,27369,3.0,82858.29
2003,311499,3.0,42916.32
2017,154749,4.4,69247.8
2010,320000,3.0,47704.92
2020,78740,3.6,76793.43
2001,314196,4.8,50673.04
2024,50212,3.2,80738.15
2018,157946,1.6,57642.87
2012,131618,3.3,62591.5
2005,292305,3.7,53278.93
2026,9435,3.3,86894.2
2008,239216,4.9,56020.82
2013,119135,2.4,57803.64
2010,262400,2.4,50457.23
2006,227263,3.1,49986.79
2011,143713,2.2,57256.75
2004,320000,4.9,45542.29
2000,221659,4.9,54075.41
2007,276149,1.5,38161.75
2003,320000,2.5,34425.81
2011,215759,4.1,62861.51
2023,55182,5.1,85848.34
2004,210417,2.4,49678.15
2000,320000,2.3,34160.94
2002,202511,3.4,47775.99
2013,129180,1.4,61453.37
2007,320000,4.0,50341.43
2013,130212,3.9,66458.23
2000,320000,1.1,33251.73
2008,145477,2.9,53067.24
2011,170717,1.0,48316.76
2011,273515,4.5,62588.07
2014,218434,2.0,56353.05
2021,50398,2.7,75471.7
2012,140039,2.7,60238.51
2022,57957,5.0,84424.81
2014,180218,2.4,70938.36
2007,302360,4.8,53514.82
2006,232909,1.7,43095.92
2008,320000,2.9,48632.96
2016,172792,1.5,53324.46
2006,315369,4.2,51485.29
2024,36342,4.3,94771.8
2012,164300,1.3,57363.41
2023,17966,1.1,79535.85
2018,116389,4.0,82468.38
2009,162866,1.1,45759.11
2006,184062,3.1,54409.92
2020,101006,2.9,72052.9
2008,317215,3.0,44264.23
2006,301144,2.9,47655.66
2025,10514,2.6,86188.3
2013,123890,4.7,80274.31
2001,200986,2.0,34201.13
2013,176533,2.3,55271.26
2012,233398,2.4,54531.13
2023,32660,1.2,72046.97
2019,77934,1.3,64656.3
2005,320000,1.3,35698.93
2004,254703,2.5,44819.18
2016,83944,1.5,66332.32
2001,210198,1.3,39534.87
2008,320000,4.9,55498.66
2003,320000,4.6,52606.29
2000,320000,2.4,33549.01
2024,43460,2.6,80656.8
2002,320000,4.3,46065.63
2000,300441,4.6,47838.6
2025,30527,4.7,93410.0
2005,267797,4.1,47698.66
2022,73544,3.9,82062.99
2000,320000,3.2,35917.15
2004,218496,3.7,57236.24
2002,320000,3.2,37711.58
2019,51286,2.8,74028.34
2016,174754,1.9,62919.22
2012,153532,3.9,63148.45
2006,177969,2.4,52619.49
2002,306852,5.0,51109.2
2015,209841,2.7,57816.18
2006,214902,2.1,46901.12
2015,124948,1.6,65049.01
2018,81276,2.2,66237.62
2022,79629,1.7,70922.85
2013,167438,3.6,67969.5
2000,320000,3.1,36230.35
2007,170959,5.0,65571.51
2023,46779,2.1,76150.16
2014,168959,3.2,66317.3
2016,130018,4.1,69175.96
2012,181269,3.9,69489.72
2004,269247,3.9,51262.48
2024,26780,1.9,82533.61
2020,83876,3.3,77346.64
2026,0,1.7,80110.52
2023,55168,3.0,76582.4
2007,221566,4.5,58140.96
2006,320000,4.6,49107.63
2006,320000,1.8,38069.56
2024,31195,3.7,85853.31
2015,112408,3.8,67059.71
2012,250531,4.0,62341.15
2026,0,4.4,96264.27
2016,87373,3.1,69238.73
2024,33716,3.6,91757.16
2026,0,4.4,95907.2
2002,208489,3.4,41353.78
2009,237646,3.5,61221.02
2019,81912,3.0,73258.28
2021,60346,1.4,67766.37
2004,292081,2.0,38300.25
2008,163701,4.1,59676.61
2014,229304,4.8,68851.73
2021,57863,4.0,82485.86
2003,320000,2.1,37910.74
2016,109671,5.0,70706.67
2008,157836,3.6,58584.24
2005,300442,2.6,41596.02
2013,166698,2.4,60711.28
2011,95554,3.6,67695.74
2017,96099,3.7,77909.39
2008,206936,3.7,59058.69
2022,72640,2.9,74081.43
2002,320000,2.3,38132.07
2023,35827,1.9,78879.54
2000,265985,5.2,43334.36
2019,82757,1.2,62304.78
2009,247217,2.4,49124.09
2010,203362,3.0,54768.84
2000,274837,5.1,48990.99
2018,107276,2.9,67849.06
2004,320000,1.7,36386.02
2017,138653,2.0,63864.84
2019,105991,3.7,75736.55
2022,15730,5.0,90511.89
2019,82722,2.8,70298.61
2008,292622,2.9,50576.04
2019,95339,1.3,60499.16
2022,38789,1.5,81286.35
2008,231626,5.0,61229.33
2003,223333,2.3,45571.79
2024,24947,1.4,77089.62
2003,262471,4.3,54113.04
2016,181527,4.4,75553.87
2006,320000,1.3,33680.26
2003,303510,2.2,35168.7
2020,117422,5.1,79396.94
2003,202403,3.2,44861.24
2018,80903,1.4,60989.06
2018,89987,3.2,69974.44
2001,320000,2.9,36272.54
2004,320000,1.2,38836.51
2021,67225,4.6,81419.92
2013,100104,2.7,68812.98
2003,218720,2.5,44405.49
2026,0,2.4,84815.1
2007,301967,1.9,47331.45
2000,320000,4.8,46889.41
2024,49140,4.4,88209.41
2000,291685,2.2,42860.64
2014,172737,4.5,70392.75
2026,14294,2.9,86781.91
2015,173659,3.9,62408.48
2015,188745,2.8,53918.34
2010,212801,2.0,49230.56
2003,320000,4.2,49003.76
2015,106444,1.5,60111.72
2024,28447,3.5,85336.51
2002,320000,1.2,33667.92
2023,73619,2.4,80460.7
2011,126994,1.1,52927.92
2014,120383,1.3,56154.19
2004,300064,3.0,40929.77
2016,153761,2.9,60076.78
2004,291600,3.3,45641.57
2007,224428,2.9,52119.22
2019,72405,3.0,70749.1
2001,311374,4.7,53759.77
2012,124601,1.8,59671.91
2016,166581,3.2,73032.9
2003,320000,4.3,50062.58
2007,243319,2.1,42984.17
2009,320000,4.2,52223.57
2017,169368,1.7,61999.92
2026,3682,2.9,85099.74
2022,62364,3.2,76759.14
2005,303057,2.1,41438.82
2000,295563,4.5,47314.07
2001,209498,3.9,53271.37
2016,123876,3.3,65370.48
2004,209760,3.4,50613.12
2006,320000,1.4,36110.12
2022,72146,5.1,87387.34
2023,37527,3.4,77055.92
2022,58736,3.8,81791.16
2006,320000,1.6,34548.7
2016,157963,4.2,70183.5
2016,103328,3.1,69725.59
2005,320000,4.1,51319.24
2014,169976,3.7,66286.99
2014,102896,4.8,75194.72
2010,176518,1.5,52168.17
2020,129806,2.2,66753.68
2018,60757,4.1,80594.99
2014,233144,2.0,53538.49
2019,116476,2.3,64495.21
2020,54359,5.1,91588.54
2015,117262,2.1,59910.9
2007,273772,1.3,35586.29
2020,44500,4.6,86904.0
2019,104792,2.4,71406.5
2026,0,2.4,92395.56
2004,320000,2.0,34206.11
2011,199675,5.0,65616.59
2024,59056,1.8,75843.71
2013,243513,1.4,52059.29
2025,29387,1.8,76857.46
2000,215878,1.0,38657.5
2000,230636,4.1,47077.2
2021,80341,4.6,82489.54
2009,193647,3.9,62506.07
2014,159630,1.3,58896.64
2011,298124,1.2,50899.55
2011,310411,2.0,44654.66
2025,11654,1.3,78629.84
2002,320000,2.0,33674.03
2020,88372,2.6,72863.79
2024,32590,4.2,88382.57
2017,94282,3.3,68023.9
2010,131986,2.8,59293.22
2004,320000,4.4,48375.56
2018,117366,5.2,81216.63
2012,257425,3.6,58875.26
2004,205381,1.8,43726.2
2009,163093,4.3,66435.99
2025,0,3.8,90316.61
2007,296770,3.2,45187.23
2004,320000,3.5,46406.05
2018,117910,4.1,77717.99
2005,195042,1.8,41998.12
2024,28928,3.3,84761.83
2023,16373,4.9,92466.92
2026,0,4.2,90910.06
2024,50446,3.9,91754.17
2006,208229,5.2,65115.64
2005,236237,4.5,58444.81
2009,280742,3.6,60784.13
2012,288470,1.7,49360.51
2023,39597,3.1,83578.57
2019,83168,1.6,62209.58
2017,116806,1.6,65359.51
2023,22673,3.6,86027.52
2017,78235,1.7,69552.16
2010,286936,2.4,50865.14
2011,262857,1.7,42355.26
2013,132864,3.4,63812.78
2002,320000,2.2,38108.95
2020,70733,1.8,70435.2
2017,116254,3.2,73521.5
2019,97328,1.9,66403.15
2014,235039,1.6,53577.43
2021,49362,4.3,78779.35
2025,34931,2.9,87765.65
2015,102948,3.6,73230.02
2011,229858,4.0,60057.12
2002,320000,4.0,45184.97
2021,43403,3.3,80734.14
2024,17703,4.5,95496.87
2018,149013,1.6,65717.08
2023,26641,2.6,84019.59
2023,66873,1.3,70642.6
2021,108466,1.1,64324.64
2013,198991,5.0,74033.78
2002,320000,1.4,35339.66
2000,279939,2.3,37218.1
2005,302963,2.3,43409.07
2011,188284,4.0,68570.21
2020,89898,3.4,68802.15
2012,200880,1.4,54481.8
2000,206469,3.7,50003.49
2005,317642,5.0,53284.71
2026,1111,4.6,97992.87
2026,4149,4.3,92607.92
2010,151845,2.3,61920.72
2021,55156,1.7,71717.97
2019,88556,3.8,78835.19
2025,7624,4.1,93923.81
2023,39015,3.2,77215.79
2016,140058,5.0,76073.18
2010,263905,5.1,62487.61
2016,88739,4.1,73580.76
2008,308303,4.0,53334.76
2009,146856,2.3,52279.89
2016,130790,5.2,74520.89
2015,162950,3.9,74613.49
2015,93066,2.0,65568.31
2010,135475,3.5,57944.47
2011,163521,4.7,66695.62
2000,320000,3.2,32145.69
2016,112597,5.2,77806.73
2015,221048,2.2,52039.96
2025,23201,4.1,97913.31
2013,235392,3.7,58836.79
